"","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"322","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.920770021,-81.919383901,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6046144
"323","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.899890319,-81.890552437,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6046145
"324","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.923790818,-81.913433367,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6046146
"325","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.388012928,-82.893794756,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",6046148
"326","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.366027317,-82.91584302,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",6046149
"327","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.441050024,-83.976714998,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6046150
"328","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.396698324,-83.991594728,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6046151
"329","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.389875899,-84.004990678,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6046152
"330","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.426832028,-84.012089025,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6046153
"331","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.390666336,-83.973100959,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6046154
"332","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.4,-84,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6046155
"333","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,34.980775655,-83.076601456,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",6046156
"334","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,36,-81.85,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Harper Creek","public",6046157
"335","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.334601246,-83.5202109,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Tennessee River","public",6046158
"336","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.399303069,-82.272900009,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",6046159
"337","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.460497666,-80.999800722,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Skunk Cabbage Bog","public",6046160
"338","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.435180895,-81.381157097,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River Bottoms","public",6046162
"339","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.122772964,-82.618367605,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Jones Gap State Park","public",6046163
"340","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.086319435,-82.917124981,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Gorges SP - Big Spice Ridge","public",6046164
"341","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.884454368,-81.893038047,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6046165
"342","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,35.4,-83.1,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",6046585
"343","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.385266669,-83.107783334,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Balsam Mountain Preserve","public",6046586
"344","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.852718389,-81.904973772,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6144459
"345","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.951058421,-81.920068315,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6144453
"346","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","0.5","cm",NA,34.976668836,-83.095318124,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",6144454
"347","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,36.4,-81.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Bluff Mountain","public",6144455
"348","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","1.75","cm",NA,35.938838716,-81.890657814,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6144456
"349","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,36.102524703,-81.763601207,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",6144457
"350","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,36.102524703,-81.763601207,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",6144458
"351","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.928027842,-81.889538553,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6144460
"352","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.944974585,-81.902036016,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6144461
"353","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.831016098,-81.913362394,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6144463
"354","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.9,-81.9,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6144464
"355","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.417943638,-83.999867031,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6144465
"356","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,34.998793385,-83.133808721,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",6144466
"357","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,34.994719283,-83.092345703,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",6144467
"358","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,34.994719283,-83.092345703,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",6144468
"359","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.168331418,-83.019736077,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Panthertown Valley","public",6144469
"360","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.39877764,-82.273134006,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"The Pinnacles","public",6144470
"361","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.725530127,-82.21754264,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Flinty Gap; Stop at MP 349ish on Pkwy.  Overlook is ""View Mt. Mitchell Elev. 6684, Elevation here is 4825."" hike trail to R of overlook ca. 300m to plot.","public",6144471
"362","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.74806398,-82.184806691,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Horse Trail Gap; side slope, narrow cove below Tsugcan and above dry stream","public",6144474
"363","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,36.40843867,-81.08275653,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Stone Mountain State Park; We chose a broad stream channel with typical acidic cove forest.  Downstream of camp site F.","public",6144475
"364","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.934506856,-81.926860081,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6144477
"365","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","0.5","cm",NA,35.89611524,-79.03150706,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"North Carolina Botanical Garden - Nature Trail Hill; Upland hardwoods on Nature Trail Hill. 
Near area where previous NCBG plot done (plot T).","public",6144478
"366","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","1.75","cm",NA,35.353605863,-82.776232588,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Pink Beds","public",6144479
"367","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","0.5","cm",NA,35.2,-82.6,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Dupont State Forest - Tom Creek Bog","public",6144868
"368","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","1.75","cm",NA,38.1468277777778,-78.7982777777778,NA,NA,"Dean Walton",NA,"United States",NA,"Crimora Lake - Turk Run","public",6145378
"369","Rhododendron",NA,"diameter at breast height (1.3 m)","7.5","cm",NA,36.464228178,-81.345806281,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"New River Bottoms","public",6242664
"370","Rhododendron","Rhododendron calendulaceum","diameter at breast height (1.3 m)","1.75","cm",NA,35.398965673,-82.850339134,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",6242643
"371","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.878543763,-81.887653993,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6242644
"372","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","7.5","cm",NA,35.360206503,-82.867392195,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",6242645
"373","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","0.5","cm",NA,35.409842066,-82.858296422,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Shinning Rock","public",6242646
"374","Rhododendron","Rhododendron catawbiense","diameter at breast height (1.3 m)","3.75","cm",NA,35.044051878,-83.56119406,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Yellow Mountain","public",6242647
"375","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.453618302,-84.000529993,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6242648
"376","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.886124017,-81.886741695,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6242650
"377","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","0.5","cm",NA,35.366768646,-83.977285747,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Joyce Kilmer - Slick Rock Wilderness Area","public",6242651
"378","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.009790762,-83.125779114,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Ellicott Rock Wilderness Area","public",6242652
"379","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.079059948,-83.53121009,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Standing Indian Campground","public",6242653
"380","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","12.5","cm",NA,35.010304171,-83.48038005,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Little Lodgepole Mountain","public",6242654
"381","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,35.109238858,-83.198026484,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Nantahala NF - Cole Mountain","public",6242655
"382","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","7.5","cm",NA,35.322913156,-82.834852465,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - East Fork","public",6242656
"383","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.322913156,-82.834852465,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - East Fork","public",6242657
"384","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","1.75","cm",NA,36.02635851,-82.641327769,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Black Pine Ridge","public",6242658
"385","Rhododendron","Rhododendron maximum","diameter at breast height (1.3 m)","3.75","cm",NA,35.177472314,-82.624545257,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Buck Forest","public",6242660
"386","Rhododendron",NA,"diameter at breast height (1.3 m)","0.5","cm",NA,35.887188617,-81.889080264,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Linville Gorge","public",6242661
"387","Rhododendron",NA,"diameter at breast height (1.3 m)","3.75","cm",NA,35.433591358,-82.237548034,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Chimney Rock Park","public",6242662
"388","Rhododendron",NA,"diameter at breast height (1.3 m)","1.75","cm",NA,35.433575685,-82.256495926,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Chimney Rock Park","public",6242663
"389","Rhododendron","Rhododendron vaseyi","diameter at breast height (1.3 m)","0.5","cm",NA,36.124925269,-81.793167186,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",6242665
"390","Rhododendron","Rhododendron vaseyi","diameter at breast height (1.3 m)","0.5","cm",NA,36.101628936,-81.783589551,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Pisgah NF - Grandfather Mountain","public",6242666
"391","Rhododendron","Rhododendron viscosum","diameter at breast height (1.3 m)","1.75","cm",NA,34.84877921,-78.725018451,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,NA,"public",6242667
"392","Rhododendron","Rhododendron periclymenoides","diameter at breast height (1.3 m)","1.27","cm",NA,35.9866,-79.0245,NA,NA,"Robert Peet","uniola@email.unc.edu","United States",NA,"Duke Forest - Korstian Division","public",6243427
